year,household_id,broad_income,taxable_income,mtr,mtr_prime
2023,42518,63001.0,45850.68,0.35399997,0.3707417860641958
2023,24491,8900.0,0.0,0.0,0.009164956152421208
2023,73102,148212.0,92540.76,0.22149998,0.1980029848378183
2023,77084,13567.0,0.0,0.08230078,0.06945410927025697
2023,59144,2000.0,0.0,-0.04972458,-0.07620491690464566
2023,20599,18094.0,5450.121,0.0,-0.001566977431829297
2023,19386,208724.0,172702.31,0.30449998,0.3283785418000676
2023,60436,59671.0,28350.191,0.20504296,0.1803998071011939
2023,65241,153850.0,126046.0,0.29650003,0.3091011900676641
2023,39192,0.0,0.0,0.0765,0.06324355811017751
2023,52398,53000.0,25300.0,0.24299997,0.22317815010637473
2023,11220,287335.0,203473.56,0.38146877,0.37879301388931963
2023,45586,52000.0,36750.0,0.1965,0.17061894527737576
2023,16067,287732.0,223443.75,0.34014064,0.3262994081019467
2023,21955,34100.0,26564.125,0.339,0.3090530393338384
